object_id,period_days,duration_hours,depth_ppm,planet_radius_rearth,planet_mass_earth,score,label_raw,stellar_teff_k,stellar_radius_rsun,stellar_logg,stellar_mass_msun,stellar_metallicity,impact_parameter,semi_major_axis_au,inclination_deg,equilibrium_temp_k,insolation_flux,distance_ratio,stellar_density,transit_epoch,eccentricity,longitude_periastron,transit_ingress_hours,radius_ratio,stellar_luminosity,stellar_age_gyr,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,mission,label,stellar_distance_pc,planet_radius_jupiter,planet_mass_jupiter,discovery_year,discovery_method,duty_cycle,transit_frequency,planet_radius_from_depth,mission_encoded,stellar_radius_solar,stellar_mass_solar,transit_depth_mag,habitable_zone_inner,habitable_zone_outer,in_habitable_zone,transit_snr,has_radius_measurement,has_mass_measurement,has_stellar_parameters,multi_planet_system,binary_label
K01131.01,0.696125302,2.0054,14966.0,28.44,1.0,0.974,FALSE POSITIVE,5245.0,0.674,4.594,0.652,-0.76,1.219,0.0133,55.84,1645.0,1739.43,2.17,0.39891,354.767068,0.0,0.0,0.0,0.12233560397529412,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.12003346681016534,1.4365229896499294,0.08245419707934824,0,0.674,0.652,0.01637194721397657,0.0,0.0,False,122.33560397529413,True,False,True,False,not_exoplanet
K08135.01,73.836858,19.722,231.2,25.09,1.0,0.114,FALSE POSITIVE,4769.0,14.706,2.583,3.02,0.36,0.8,0.4982,87.44,1143.0,403.37,17.93,0.02,174.0088,0.0,0.0,0.0,0.01520526224699857,1.0,4.6,1.0,0.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.011129265549192247,0.01354337152320322,0.22360858660436095,0,14.706,3.02,0.00025105123318104643,0.0,0.0,False,15.205262246998569,True,False,True,False,not_exoplanet
K08010.01,0.93373718,2.582,18.9,0.48,1.0,0.0,FALSE POSITIVE,6367.0,1.087,4.419,1.131,-0.14,0.29,0.0195,83.89,2097.0,4570.22,2.73,0.44143,132.4634,0.0,0.0,0.0,0.004347413023856831,1.0,4.6,0.0,0.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.11521800313588597,1.0709651724482043,0.004725637956932375,0,1.087,1.131,2.0520608190334544e-05,0.0,0.0,False,4.347413023856832,True,False,True,False,not_exoplanet
K03550.01,2.148219541,2.94091,457840.0,49.6,1.0,0.0,FALSE POSITIVE,4694.0,0.672,4.6,0.657,-0.28,0.424,0.0283,87.33,1009.0,244.99,9.106,3.09519,132.76673,0.0,0.0,0.0,0.6766387514767389,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.057041617175507604,0.46550177061255954,0.4547012409923686,0,0.672,0.657,0.6646813184200774,0.0,0.0,False,676.6387514767389,True,False,True,False,not_exoplanet
K00591.01,2.9926465,1.81,105.9,0.89,1.0,0.0,FALSE POSITIVE,5718.0,0.863,4.549,0.96,-0.08,0.319,0.0401,88.49,1170.0,443.12,12.11,3.7521,170.80128,0.0,0.0,0.0,0.010290772565750348,1.0,4.6,0.0,0.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.02520065990642953,0.3341523965493418,0.00888093672424255,0,0.863,0.96,0.00011498555267635901,0.0,0.0,False,10.290772565750348,True,False,True,False,not_exoplanet
K06487.01,0.607191908,1.30166,17369.0,12.44,1.0,0.0,FALSE POSITIVE,5370.0,0.671,4.598,0.649,-0.92,0.917,0.0122,70.72,1759.0,2251.28,2.7778,1.09981,132.0195301,0.0,0.0,0.0,0.1317915020022156,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.08932239151865201,1.6469257689778039,0.08843209784348667,0,0.671,0.649,0.019023847204168817,0.0,0.0,False,131.79150200221562,True,False,True,False,not_exoplanet
K02702.01,75.378004,6.744,447.8,3.82,1.0,0.0,FALSE POSITIVE,5876.0,1.077,4.374,1.001,0.0,0.989,0.3495,87.75,455.0,10.13,25.2,0.05341,167.11715,0.0,0.0,0.0,0.02116128540519219,1.0,4.6,0.0,1.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.0037278779629134244,0.013266469618908984,0.02279070438139199,0,1.077,1.001,0.0004863015635388801,0.0,0.0,False,21.16128540519219,True,False,True,False,not_exoplanet
K02054.01,22.32423657,3.669,1299.3,4.56,1.0,0.0,FALSE POSITIVE,5648.0,0.912,4.489,0.934,-0.02,0.965,0.1518,87.06,611.0,32.87,18.78,0.2514,134.44763,0.0,0.0,0.0,0.03604580419410836,1.0,4.6,0.0,0.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.006847938540726546,0.04479436494342794,0.03287377342502683,0,0.912,0.934,0.0014116143047927798,0.0,0.0,False,36.04580419410836,True,False,True,False,not_exoplanet
K06327.01,18.839487435,5.62797,182720.0,45.2,1.0,0.0,FALSE POSITIVE,6208.0,1.024,4.454,1.086,-0.12,0.421,0.1426,89.3,734.0,68.54,34.268,2.1448,137.7695421,0.0,0.0,0.0,0.4274576002365615,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.012447193736510487,0.05308000036891662,0.43771658264223895,0,1.024,1.086,0.21907282188174387,0.0,0.0,False,427.45760023656146,True,False,True,False,not_exoplanet
K06043.01,5.09112124,2.159,115.1,3.58,1.0,0.0,FALSE POSITIVE,6705.0,3.293,3.629,1.682,-0.12,0.224,0.0689,89.28,2044.0,4131.88,17.75,4.08264,135.17945,0.0,0.0,0.0,0.01072846680565308,1.0,4.6,0.0,1.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.01766965057255901,0.1964203861701789,0.03532884119101559,0,3.293,1.682,0.0001249754296416551,0.0,0.0,False,10.72846680565308,True,False,True,False,not_exoplanet
K08220.01,423.73074,19.4,834.9,2.48,1.0,0.163,FALSE POSITIVE,5743.0,0.853,4.553,0.949,-0.14,0.37,1.0853,89.87,225.0,0.6,159.8,0.42974,548.9392,0.0,0.0,0.0,0.028894636180440133,1.0,4.6,1.0,0.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.0019076579936903638,0.0023599892705447804,0.02464712466191543,0,0.853,0.949,0.000906859778666961,0.0,0.0,False,28.894636180440134,True,False,True,False,not_exoplanet
K00866.01,2.861159894,1.8832,1014.3,4.37,1.0,0.0,FALSE POSITIVE,6126.0,1.021,4.458,1.09,-0.04,0.965,0.0406,77.84,1355.0,797.1,4.58,0.22208,171.648106,0.0,0.0,0.0,0.03184807686501651,1.0,4.6,0.0,1.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.02742477511697802,0.3495086038697284,0.032516886479181856,0,1.021,1.09,0.001101821115576108,0.0,0.0,False,31.848076865016512,True,False,True,False,not_exoplanet
K07530.01,8.627475562,4.65505,36784.0,188.55,1.0,0.0,FALSE POSITIVE,5146.0,4.063,3.475,1.795,0.28,1.141,0.1002,84.61,1446.0,1031.92,12.145,0.45529,139.9908385,0.0,0.0,0.0,0.19179155351578964,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.022481711512574047,0.11590876065816202,0.7792490819346533,0,4.063,1.795,0.040690779880292564,0.0,0.0,False,191.79155351578962,True,False,True,False,not_exoplanet
K04167.01,2.99194823,4.39,99.6,0.78,1.0,0.0,FALSE POSITIVE,5269.0,0.727,4.62,0.812,-0.28,0.71,0.0378,79.3,1019.0,255.16,3.83,0.11837,134.1641,0.0,0.0,0.0,0.009979979959899719,1.0,4.6,0.0,1.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.0611363073841243,0.3342303820544381,0.007255445430847095,0,0.727,0.812,0.00010814471168993294,0.0,0.0,False,9.979979959899719,True,False,True,False,not_exoplanet
K07198.01,0.953299962,1.69478,2236.6,35.67,1.0,0.669,FALSE POSITIVE,6183.0,1.02,4.407,0.969,-0.36,1.267,0.0188,51.91,2011.0,3850.25,2.053,0.18014,131.699309,0.0,0.0,0.0,0.04729270556861809,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.07407514544024846,1.048987768657857,0.04823855967999045,0,1.02,0.969,0.002431077283854473,0.0,0.0,False,47.29270556861808,True,False,True,False,not_exoplanet
K05028.01,25.9493253,12.17,354.5,1.04,1.0,0.0,FALSE POSITIVE,4835.0,0.526,4.758,0.578,-1.32,0.655,0.143,87.05,409.0,6.62,12.72,0.05776,155.024,0.0,0.0,0.0,0.01882817038376273,1.0,4.6,0.0,1.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.019541291631707022,0.0385366474248947,0.009903617621859198,0,0.526,0.578,0.00038496172308444645,0.0,0.0,False,18.82817038376273,True,False,True,False,not_exoplanet
K04562.01,0.96807117,1.677,104.8,0.72,1.0,0.0,FALSE POSITIVE,5367.0,0.687,4.639,0.757,-0.54,0.53,0.0174,82.1,1487.0,1157.58,3.86,1.15905,132.44697,0.0,0.0,0.0,0.010237187113655783,1.0,4.6,1.0,0.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.07217961051355347,1.032981903592894,0.007032947547081524,0,0.687,0.757,0.0001137911170173542,0.0,0.0,False,10.237187113655782,True,False,True,False,not_exoplanet
K06426.01,41.3701638,29.254,6907.1,59.95,1.0,0.0,FALSE POSITIVE,4764.0,6.883,2.777,1.035,-0.18,0.653,0.2369,85.99,1133.0,389.15,9.33,0.00897,166.1673,0.0,0.0,0.0,0.08310896461874616,1.0,4.6,1.0,0.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.029463665470588898,0.02417200968394522,0.5720390034708298,0,6.883,1.035,0.007525307587816434,0.0,0.0,False,83.10896461874616,True,False,True,False,not_exoplanet
K01678.01,3.183961388,3.7875,39268.0,37.22,1.0,0.084,FALSE POSITIVE,5716.0,1.76,3.963,1.039,-0.1,0.677,0.0429,83.9,1615.0,1608.01,6.375,0.48355,132.865355,0.0,0.0,0.0,0.19816155025635018,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.04956482845388074,0.31407416049983833,0.34876432845117633,0,1.76,1.039,0.04349435901150653,0.0,0.0,False,198.16155025635018,True,False,True,False,not_exoplanet
K06851.01,0.566810701,6.19,200.0,1.49,1.0,0.0,FALSE POSITIVE,5593.0,0.752,4.584,0.791,-0.5,0.982,0.0124,13.58,1921.0,3220.92,1.0102,0.06071,131.80761,0.0,0.0,0.0,0.01414213562373095,1.0,4.6,1.0,0.0,0.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.4550313997453388,1.7642574465085832,0.010634885989045675,0,0.752,0.791,0.00021716895857142805,0.0,0.0,False,14.14213562373095,True,False,True,False,not_exoplanet
K03638.01,4.350460215,2.5276,50424.0,533.08,1.0,0.0,FALSE POSITIVE,6585.0,1.416,4.208,1.185,-0.3,4.203,0.0552,77.61,1472.0,1107.34,19.59,7.51067,132.27239,0.0,0.0,0.0,0.22455288909297072,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.02420816682877461,0.22986073899770165,0.3179668909556465,0,1.416,1.185,0.05617567615957697,0.0,0.0,False,224.5528890929707,True,False,True,False,not_exoplanet
K04354.01,0.996023763,5.412,98.3,18.36,1.0,0.0,FALSE POSITIVE,6110.0,1.077,4.387,1.029,-0.1,1.147,0.0197,10.91,1991.0,3727.96,1.168,0.0304,132.16613,0.0,0.0,0.0,0.00991463564635635,1.0,4.6,0.0,0.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.2264002209352911,1.0039921105777876,0.01067806259112579,0,1.077,1.029,0.00010673311494626908,0.0,0.0,False,9.91463564635635,True,False,True,False,not_exoplanet
K07499.01,1.941635737,2.46683,69814.0,59.71,1.0,0.019,FALSE POSITIVE,6525.0,1.161,4.381,1.183,-0.14,1.071,0.0322,80.02,1728.0,2109.03,6.183,1.18635,133.1097354,0.0,0.0,0.0,0.26422339033476955,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.052937109353036874,0.5150296633626495,0.30676335617866746,0,1.161,1.183,0.07857550308603986,0.0,0.0,False,264.22339033476953,True,False,True,False,not_exoplanet
K07229.01,19.230038188,7.04412,266180.0,186.53,1.0,0.0,FALSE POSITIVE,7703.0,2.916,3.844,2.165,0.36,0.694,0.1818,88.66,1361.0,810.65,29.755,1.34762,132.5814956,0.0,0.0,0.0,0.5159263513332112,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.01526284020502643,0.05200197681479508,1.5044412404876437,0,2.916,2.165,0.33602613969741235,0.0,0.0,False,515.9263513332112,True,False,True,False,not_exoplanet
K08208.01,363.97165,5.702,1966.0,40.48,1.0,0.003,FALSE POSITIVE,5648.0,0.841,4.559,0.939,-0.1,1.394,0.976,89.55,231.0,0.68,177.4,0.79783,198.9835,0.0,0.0,0.0,0.04433959855479073,1.0,4.6,1.0,0.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.0006527523045636475,0.002747466732642501,0.037289602384579,0,0.841,0.939,0.0021366584026515055,0.0,0.0,False,44.33959855479073,True,False,True,False,not_exoplanet
K03672.01,5.50817321,3.6845,226850.0,39.18,1.0,0.0,FALSE POSITIVE,5051.0,0.644,4.663,0.696,-0.54,0.739,0.0541,87.3,768.0,82.55,15.689,2.40766,134.32367,0.0,0.0,0.0,0.47628772816439435,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.027871460733046433,0.18154839397289033,0.30672929693787,0,0.644,0.696,0.2793405994457236,0.0,0.0,False,476.2877281643943,True,False,True,False,not_exoplanet
K08195.01,330.80879,21.669,274.8,2.13,1.0,0.0,FALSE POSITIVE,6158.0,1.066,4.382,0.998,-0.22,0.92,0.9363,88.97,290.0,1.67,51.0,0.02293,281.1568,0.0,0.0,0.0,0.016577092628081682,1.0,4.6,1.0,0.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.002729295675607653,0.003022894282827249,0.017671180741535075,0,1.066,0.998,0.00029840131128579944,0.0,0.0,False,16.577092628081683,True,False,True,False,not_exoplanet
K06939.01,2.10413487,4.2269,321240.0,67.03,1.0,0.0,FALSE POSITIVE,5780.0,1.0,4.438,1.0,0.0,0.611,0.0322,83.93,1421.0,963.4,5.778,0.82431,132.63638,0.0,0.0,0.0,0.5667803807472521,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.08370225494781772,0.4752547064628038,0.5667803807472521,0,1.0,1.0,0.42070939751206154,0.0,0.0,False,566.780380747252,True,False,True,False,not_exoplanet
K07612.01,0.93374073,4.296,147.6,0.84,1.0,0.0,FALSE POSITIVE,4753.0,0.717,4.585,0.72,-0.06,0.009,0.0168,89.72,1371.0,831.95,1.784,0.12322,131.5337,0.0,0.0,0.0,0.012149074038789951,1.0,4.6,0.0,0.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.1917020370312003,1.0709611007329625,0.008710886085812395,0,0.717,0.72,0.00016026649178040308,0.0,0.0,False,12.149074038789953,True,False,True,False,not_exoplanet
K07321.01,0.93374699,6.168,172.1,103.98,1.0,0.0,FALSE POSITIVE,4909.0,5.272,3.136,1.386,-0.04,1.167,0.0209,11.45,3442.0,33070.3,1.191,0.03661,131.52406,0.0,0.0,0.0,0.013118688958886097,1.0,4.6,0.0,0.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.2752351576522886,1.070953920826026,0.06916172819124751,0,5.272,1.386,0.00018687128157393815,0.0,0.0,False,13.118688958886098,True,False,True,False,not_exoplanet
K07908.01,0.532493086,2.145,19.9,1.87,1.0,0.168,FALSE POSITIVE,6894.0,4.032,3.476,1.774,-0.44,0.558,0.0156,71.43,4893.0,135046.96,1.751,0.35818,131.90244,0.0,0.0,0.0,0.004460941604639093,1.0,4.6,1.0,0.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.16784255486089072,1.8779586557861898,0.01798651654990482,0,4.032,1.774,2.160636545869445e-05,0.0,0.0,False,4.460941604639092,True,False,True,False,not_exoplanet
K08159.01,348.68162,10.959,309.3,2.09,1.0,0.007,FALSE POSITIVE,6450.0,1.155,4.386,1.183,-0.08,0.506,1.0261,89.86,302.0,1.96,214.3,1.53173,343.821,0.0,0.0,0.0,0.017586926962946087,1.0,4.6,1.0,0.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.0013095757671425295,0.002867945835516079,0.02031290064220273,0,1.155,1.183,0.0003358701531288647,0.0,0.0,False,17.586926962946087,True,False,True,False,not_exoplanet
K02433.05,0.646745436,1.188,115.6,1.49,1.0,0.0,FALSE POSITIVE,6325.0,1.112,4.409,1.157,-0.04,0.942,0.0154,58.91,2373.0,7468.24,1.823,0.27412,132.02582,0.0,0.0,0.0,0.010751744044572489,1.0,4.6,0.0,1.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.07653706890635097,1.5462034122495145,0.011955939377564609,0,1.112,1.157,0.00012551836037104914,0.0,0.0,False,10.751744044572488,True,False,True,False,not_exoplanet
K00803.01,7.544039,6.222,322.6,17.47,1.0,0.0,FALSE POSITIVE,5657.0,0.824,4.567,0.919,-0.18,1.175,0.0731,58.94,838.0,116.46,2.28,0.00393,171.7982,0.0,0.0,0.0,0.017961069010501575,1.0,4.6,1.0,0.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.034364880669360276,0.13255498811710809,0.014799920864653296,0,0.824,0.919,0.0003503150085044101,0.0,0.0,False,17.961069010501575,True,False,True,False,not_exoplanet
K06104.01,16.2480865,8.232,438.7,2.38,1.0,0.228,FALSE POSITIVE,5729.0,0.923,4.436,0.848,-0.3,0.928,0.1189,81.92,704.0,58.1,6.6,0.02057,143.96708,0.0,0.0,0.0,0.020945166506857852,1.0,4.6,1.0,0.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.02111017811235803,0.06154570878238493,0.019332388685829798,0,0.923,0.848,0.0004764169827350888,0.0,0.0,False,20.945166506857852,True,False,True,False,not_exoplanet
K07642.01,0.502622858,3.085,146.0,1.41,1.0,0.0,FALSE POSITIVE,6029.0,1.098,4.385,1.065,0.04,0.693,0.0127,55.94,2478.0,8838.66,1.237,0.1417,131.61123,0.0,0.0,0.0,0.012083045973594572,1.0,4.6,0.0,1.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.25574178456218694,1.9895633158808708,0.01326718447900684,0,1.098,1.065,0.00015852905879757786,0.0,0.0,False,12.083045973594572,True,False,True,False,not_exoplanet
K00980.01,47.93094546,2.6897,2144.4,68.02,1.0,0.0,FALSE POSITIVE,8214.0,1.938,4.104,1.737,-0.18,1.272,0.3108,88.51,905.0,158.41,48.9,0.96115,179.096467,0.0,0.0,0.0,0.04630766675184575,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.0023381728079380423,0.020863348102209543,0.08974425816507706,0,1.938,1.737,0.0023307526445822363,0.0,0.0,False,46.30766675184575,True,False,True,False,not_exoplanet
K07804.01,0.566769068,3.011,40.0,1.06,1.0,0.0,FALSE POSITIVE,5496.0,1.533,3.998,0.853,-0.32,0.773,0.0127,52.49,2661.0,11897.94,1.269,0.12029,131.8681,0.0,0.0,0.0,0.006324555320336759,1.0,4.6,1.0,0.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.22135705778024806,1.7643870430840096,0.00969554330607625,0,1.533,0.853,4.343031680249549e-05,0.0,0.0,False,6.324555320336758,True,False,True,False,not_exoplanet
K01836.01,10.26231992,3.568,813.9,1.98,1.0,0.001,FALSE POSITIVE,4316.0,0.54,4.709,0.543,-0.72,0.945,0.0755,84.14,509.0,15.89,9.25,0.14231,133.20719,0.0,0.0,0.0,0.02852893268245414,1.0,4.6,0.0,0.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.014486652903592844,0.09744385361161105,0.015405623648525237,0,0.54,0.543,0.0008840405061580121,0.0,0.0,False,28.52893268245414,True,False,True,False,not_exoplanet
K08100.01,322.50741,20.688,349.5,2.11,1.0,0.0,FALSE POSITIVE,5708.0,0.933,4.465,0.926,-0.08,0.912,0.8977,89.04,257.0,1.03,54.5,0.02942,350.3646,0.0,0.0,0.0,0.018694919095839913,1.0,4.6,1.0,0.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.002672806804656054,0.0031007039497170006,0.01744235951641864,0,0.933,0.926,0.0003795311304920164,0.0,0.0,False,18.694919095839918,True,False,True,False,not_exoplanet
K03535.01,5.877122485,4.71655,362900.0,125.68,1.0,0.0,FALSE POSITIVE,5702.0,1.821,3.807,0.774,-1.14,0.547,0.0586,87.86,1402.0,913.57,14.675,1.73069,136.42083,0.0,0.0,0.0,0.6024118192731615,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.033438628711286195,0.17015129471136078,1.0969919228964269,0,1.821,0.774,0.4894809872948964,0.0,0.0,False,602.4118192731613,True,False,True,False,not_exoplanet
K07745.01,533.47707,23.71,210.6,2.6,1.0,0.0,FALSE POSITIVE,6077.0,1.759,3.931,0.964,-0.6,0.418,1.2719,89.85,315.0,2.33,158.7,0.2658,245.3651,0.0,0.0,0.0,0.01451206394693739,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.001851844666288406,0.0018744948119325915,0.025526720482662867,0,1.759,0.964,0.00022868012558452917,0.0,0.0,False,14.51206394693739,True,False,True,False,not_exoplanet
K07260.01,7.09520543,3.69044,232680.0,50.23,1.0,0.0,FALSE POSITIVE,5481.0,0.778,4.592,0.871,-0.22,0.778,0.0688,87.82,813.0,103.28,20.418,3.19847,135.3715105,0.0,0.0,0.0,0.4823691532426177,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.021672146754647716,0.14094024617973605,0.3752832012227566,0,0.778,0.871,0.2875587046922275,0.0,0.0,False,482.3691532426177,True,False,True,False,not_exoplanet
K02882.02,0.493393859,1.1319,264.7,1.4,1.0,0.0,FALSE POSITIVE,4474.0,0.614,4.67,0.645,-0.3,0.961,0.0106,50.52,1505.0,1203.14,1.511,0.26812,131.57378,0.0,0.0,0.0,0.016269603560013376,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.09558793474971078,2.0267783673408064,0.009989536585848212,0,0.614,0.645,0.0002874324167583363,0.0,0.0,False,16.269603560013376,True,False,True,False,not_exoplanet
K04047.01,1.39862757,9.625,45.5,2.39,1.0,0.196,FALSE POSITIVE,7872.0,3.367,3.732,2.228,0.07,0.617,0.032,58.72,3562.0,38048.23,1.187,0.01619,132.65615,0.0,0.0,0.0,0.006745368781616021,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.28673942604082,0.7149866207771094,0.022711656687701143,0,3.367,2.228,4.940212122331016e-05,0.0,0.0,False,6.745368781616021,True,False,True,False,not_exoplanet
K08236.01,595.78152,15.97,84.9,1.18,1.0,0.008,FALSE POSITIVE,5618.0,1.288,4.155,0.865,-0.18,0.164,1.3209,89.97,245.0,0.85,283.5,1.21387,363.7685,0.0,0.0,0.0,0.009214119599831554,1.0,4.6,1.0,0.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.0011168803400727614,0.0016784676369283828,0.011867786044583042,0,1.288,0.865,9.21829170042247e-05,0.0,0.0,False,9.214119599831553,True,False,True,False,not_exoplanet
K06465.01,4.24748886,3.053,121.0,1.01,1.0,0.001,FALSE POSITIVE,5807.0,0.922,4.524,1.036,0.07,0.242,0.052,88.67,1079.0,319.94,10.44,1.19355,132.0562,0.0,0.0,0.0,0.011,1.0,4.6,0.0,0.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.029949068149723965,0.23543322489137736,0.010142,0,0.922,1.036,0.00013138202954886909,0.0,0.0,False,11.0,True,False,True,False,not_exoplanet
K02234.01,2.35197616,5.304,268.0,21.19,1.0,0.0,FALSE POSITIVE,6147.0,1.003,4.463,1.064,-0.12,1.177,0.0354,29.64,1444.0,1025.78,1.355,0.0085,131.90696,0.0,0.0,0.0,0.0163707055437449,1.0,4.6,0.0,0.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.0939635374535429,0.42517437761784116,0.016419817660376132,0,1.003,1.064,0.0002910163008015991,0.0,0.0,False,16.3707055437449,True,False,True,False,not_exoplanet
K06466.01,1.000012952,1.221,36.0,2.12,1.0,0.002,FALSE POSITIVE,5176.0,3.605,3.534,1.621,0.12,0.097,0.023,89.12,2858.0,15781.19,6.29,4.70461,131.7614,0.0,0.0,0.0,0.006,1.0,4.6,0.0,0.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.05087434107553439,0.9999870481677521,0.02163,0,3.605,1.621,3.908720694527826e-05,0.0,0.0,False,6.0,True,False,True,False,not_exoplanet
K01696.01,1.752564549,3.503,116.6,1.38,1.0,0.0,FALSE POSITIVE,6221.0,1.18,4.333,1.09,-0.02,0.741,0.0293,74.44,1741.0,2174.09,2.76,0.12951,132.71889,0.0,0.0,0.0,0.010798147989354471,1.0,4.6,0.0,1.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.08328271470321368,0.5705923930565596,0.012741814627438276,0,1.18,1.09,0.00012660422264444853,0.0,0.0,False,10.79814798935447,True,False,True,False,not_exoplanet
K06442.01,1.246585716,4.62051,406770.0,81.28,1.0,0.0,FALSE POSITIVE,6440.0,1.183,4.369,1.194,-0.04,0.427,0.0241,82.79,1992.0,3709.26,3.3984,0.47778,132.0206985,0.0,0.0,0.0,0.6377852303087616,1.0,4.6,0.0,1.0,0.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.15443883844406253,0.8021911266629659,0.754499927455265,0,1.183,1.194,0.5669422363840315,0.0,0.0,False,637.7852303087615,True,False,True,False,not_exoplanet
K00630.01,4.532402495,3.12,339.1,3.69,1.0,0.0,FALSE POSITIVE,5575.0,1.173,4.278,0.951,0.16,0.99,0.0528,72.4,1160.0,426.69,3.27,0.03228,171.92667,0.0,0.0,0.0,0.018414668066516975,1.0,4.6,0.0,1.0,1.0,1.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.02868235999415581,0.22063353841658317,0.021600405642024412,0,1.173,0.951,0.00036823558490612165,0.0,0.0,False,18.414668066516978,True,False,True,False,not_exoplanet
K00729.01,1.423799421,1.4866,2008.4,4.69,1.0,0.0,FALSE POSITIVE,5962.0,1.019,4.464,1.102,0.14,0.501,0.0256,85.73,1659.0,1791.61,6.73,2.83986,169.67436,0.0,0.0,0.0,0.04481517600099324,1.0,4.6,0.0,0.0,1.0,0.0,kepler,fp,100.0,0.0,0.0,0.0,0,0.04350448929327572,0.7023461207040342,0.045666664345012105,0,1.019,1.102,0.0021827852810729713,0.0,0.0,False,44.81517600099324,True,False,True,False,not_exoplanet
